flight_number,scheduled_departure_date,total_pax,departure_delay_min
1324,2025-08-15,193,0.00
1594,2025-08-10,158,-3.00
3635,2025-08-12,95,124.00
4463,2025-08-14,51,55.00
2008,2025-08-05,337,133.00
2488,2025-08-03,179,-2.00
2347,2025-08-13,170,0.00
2418,2025-08-09,146,-10.00
1583,2025-08-04,179,-2.00
1182,2025-08-14,159,5.00
2394,2025-08-02,284,36.00
2494,2025-08-14,186,27.00
2200,2025-08-05,177,11.00
1347,2025-08-06,188,8.00
5427,2025-08-10,52,227.00
5984,2025-08-10,101,28.00
4504,2025-08-01,53,25.00
5392,2025-08-11,92,9.00
1742,2025-08-15,76,10.00
3542,2025-08-07,68,12.00
2865,2025-08-14,199,33.00
3603,2025-08-08,85,-6.00
5094,2025-08-02,51,-9.00
752,2025-08-07,136,-3.00
5874,2025-08-09,72,147.00
4809,2025-08-11,76,-4.00
2195,2025-08-05,178,-8.00
5984,2025-08-01,90,-7.00
1531,2025-08-13,130,7.00
5358,2025-08-01,52,35.00
2092,2025-08-07,204,-7.00
1100,2025-08-10,128,-8.00
5225,2025-08-11,46,3.00
5833,2025-08-14,94,23.00
4507,2025-08-08,50,-3.00
5269,2025-08-12,49,-4.00
5395,2025-08-14,71,-5.00
4460,2025-08-09,48,-6.00
5215,2025-08-05,47,-8.00
2099,2025-08-04,198,-8.00
2370,2025-08-08,172,-2.00
3568,2025-08-13,101,-4.00
503,2025-08-01,259,2.00
5833,2025-08-10,68,13.00
4574,2025-08-06,45,-10.00
5405,2025-08-08,46,6.00
286,2025-08-09,130,-9.00
219,2025-08-14,358,11.00
5963,2025-08-11,72,-1.00
307,2025-08-13,120,2.00
534,2025-08-11,220,-2.00
3641,2025-08-05,58,-3.00
5847,2025-08-03,75,162.00
4568,2025-08-08,40,-4.00
5601,2025-08-05,52,-4.00
1328,2025-08-10,232,11.00
5360,2025-08-06,47,0.00
5790,2025-08-12,46,33.00
5526,2025-08-08,60,-6.00
1785,2025-08-02,207,-4.00
1933,2025-08-13,157,-5.00
5731,2025-08-07,91,37.00
1996,2025-08-07,213,28.00
2005,2025-08-12,84,189.00
4645,2025-08-15,45,-6.00
4436,2025-08-12,47,41.00
4517,2025-08-15,58,79.00
1448,2025-08-04,128,-5.00
3700,2025-08-09,83,-5.00
1996,2025-08-10,222,-8.00
5631,2025-08-02,54,-4.00
3694,2025-08-07,80,-10.00
1156,2025-08-12,90,236.00
3654,2025-08-15,90,-6.00
5603,2025-08-10,43,-6.00
5568,2025-08-06,46,-6.00
5833,2025-08-13,78,-4.00
929,2025-08-09,189,187.00
3468,2025-08-09,101,-6.00
4390,2025-08-11,50,-8.00
5094,2025-08-12,32,-6.00
2483,2025-08-11,208,-4.00
5901,2025-08-03,63,23.00
767,2025-08-01,229,4.00
1815,2025-08-02,170,-5.00
445,2025-08-14,229,10.00
793,2025-08-01,151,6.00
3696,2025-08-04,78,-8.00
1477,2025-08-05,226,82.00
5607,2025-08-14,66,-2.00
1269,2025-08-05,180,1.00
777,2025-08-03,183,2.00
4712,2025-08-08,86,13.00
5353,2025-08-02,52,-1.00
1811,2025-08-13,182,40.00
247,2025-08-06,164,-7.00
4636,2025-08-08,48,6.00
2677,2025-08-13,202,0.00
5260,2025-08-05,45,-3.00
714,2025-08-10,179,22.00
4380,2025-08-01,50,-4.00
4778,2025-08-03,50,1.00
556,2025-08-01,123,110.00
5447,2025-08-13,71,20.00
1761,2025-08-01,144,71.00
5437,2025-08-12,48,-6.00
3655,2025-08-14,84,1.00
5226,2025-08-02,99,-2.00
3525,2025-08-05,64,19.00
4482,2025-08-03,50,-1.00
5289,2025-08-15,50,-7.00
4585,2025-08-05,45,-11.00
1599,2025-08-10,457,20.00
291,2025-08-05,176,2.00
3520,2025-08-04,74,5.00
1328,2025-08-06,231,-6.00
3718,2025-08-08,83,-4.00
2005,2025-08-08,77,7.00
4568,2025-08-14,46,-5.00
907,2025-08-01,399,14.00
587,2025-08-10,136,10.00
4780,2025-08-08,46,-5.00
2361,2025-08-09,290,-3.00
4425,2025-08-01,47,176.00
1655,2025-08-05,159,2.00
2616,2025-08-02,221,71.00
1324,2025-08-12,150,106.00
3523,2025-08-04,70,-8.00
5585,2025-08-05,43,-5.00
1324,2025-08-07,212,19.00
224,2025-08-10,209,4.00
5108,2025-08-07,39,13.00
1381,2025-08-12,72,-10.00
1779,2025-08-04,163,23.00
1358,2025-08-10,112,2.00
791,2025-08-14,208,-4.00
5020,2025-08-06,13,-6.00
5930,2025-08-06,96,142.00
1989,2025-08-08,184,-6.00
1641,2025-08-02,83,-7.00
5250,2025-08-12,58,200.00
1905,2025-08-10,154,1.00
416,2025-08-05,185,-11.00
1693,2025-08-06,83,27.00
600,2025-08-09,124,11.00
3718,2025-08-11,73,-9.00
3409,2025-08-05,67,-5.00
4395,2025-08-08,58,-5.00
5094,2025-08-15,48,88.00
3694,2025-08-05,75,-6.00
2666,2025-08-09,213,-2.00
4452,2025-08-10,38,-3.00
1815,2025-08-14,133,78.00
3422,2025-08-10,62,-5.00
4552,2025-08-01,49,6.00
660,2025-08-05,252,-7.00
3708,2025-08-04,79,60.00
2225,2025-08-02,220,-4.00
1941,2025-08-14,108,-1.00
1878,2025-08-10,241,43.00
602,2025-08-11,191,19.00
1328,2025-08-01,215,3.00
1403,2025-08-09,156,11.00
1252,2025-08-12,69,-2.00
1377,2025-08-14,149,69.00
5901,2025-08-01,87,2.00
764,2025-08-09,141,-6.00
1477,2025-08-01,233,-8.00
1740,2025-08-04,242,-3.00
2465,2025-08-01,225,-6.00
265,2025-08-05,141,-1.00
4600,2025-08-10,52,0.00
3,2025-08-10,146,12.00
1740,2025-08-02,282,-6.00
4504,2025-08-12,48,18.00
5490,2025-08-02,87,-4.00
2488,2025-08-02,198,-4.00
1923,2025-08-01,172,12.00
2243,2025-08-03,150,8.00
1830,2025-08-12,186,23.00
5852,2025-08-03,88,130.00
4494,2025-08-10,58,32.00
2414,2025-08-14,160,-6.00
695,2025-08-02,226,4.00
1304,2025-08-09,191,-5.00
343,2025-08-04,178,5.00
1778,2025-08-09,150,4.00
2333,2025-08-05,200,2.00
312,2025-08-07,126,5.00
1403,2025-08-14,130,21.00
4518,2025-08-09,50,3.00
3638,2025-08-08,104,-3.00
4554,2025-08-06,50,-5.00
5505,2025-08-05,64,14.00
4712,2025-08-03,73,-1.00
5836,2025-08-04,47,-5.00
4387,2025-08-02,56,-6.00
5250,2025-08-06,77,17.00
5626,2025-08-03,53,-5.00
2465,2025-08-06,245,-10.00
763,2025-08-06,198,104.00
1832,2025-08-06,119,-6.00
1848,2025-08-03,133,19.00
1010,2025-08-08,55,2.00
503,2025-08-07,248,10.00
5517,2025-08-08,71,-4.00
5229,2025-08-08,84,-4.00
1599,2025-08-06,412,-2.00
2092,2025-08-05,171,-9.00
622,2025-08-01,421,0.00
1793,2025-08-09,143,9.00
3464,2025-08-15,82,16.00
5251,2025-08-15,78,784.00
2195,2025-08-14,165,-5.00
1815,2025-08-08,174,27.00
5470,2025-08-05,101,-7.00
1269,2025-08-06,147,168.00
1209,2025-08-01,180,26.00
2653,2025-08-03,227,-8.00
2232,2025-08-04,146,-2.00
1823,2025-08-15,195,20.00
3464,2025-08-12,56,45.00
2417,2025-08-13,202,9.00
1531,2025-08-03,144,5.00
224,2025-08-14,218,35.00
3536,2025-08-09,86,-1.00
4481,2025-08-06,45,11.00
359,2025-08-06,185,-7.00
2154,2025-08-10,163,30.00
1525,2025-08-08,153,-2.00
1594,2025-08-12,117,21.00
5601,2025-08-09,39,-4.00
617,2025-08-15,126,-3.00
490,2025-08-11,175,-3.00
5964,2025-08-14,73,-4.00
5790,2025-08-07,54,27.00
4482,2025-08-04,56,1.00
4519,2025-08-11,48,-5.00
5763,2025-08-02,112,293.00
4530,2025-08-11,53,1.00
3568,2025-08-01,81,102.00
1655,2025-08-12,105,80.00
5948,2025-08-11,79,7.00
4425,2025-08-06,49,-4.00
1363,2025-08-15,194,-4.00
1823,2025-08-02,252,-3.00
5469,2025-08-05,51,-10.00
503,2025-08-09,318,0.00
2865,2025-08-01,191,11.00
1778,2025-08-11,169,-7.00
445,2025-08-15,205,6.00
1785,2025-08-08,191,8.00
1989,2025-08-02,211,-3.00
881,2025-08-09,322,0.00
5230,2025-08-05,52,-6.00
660,2025-08-14,207,14.00
2280,2025-08-10,321,70.00
1082,2025-08-13,158,-8.00
1314,2025-08-15,214,-1.00
2302,2025-08-13,118,-5.00
5420,2025-08-04,41,0.00
970,2025-08-15,346,23.00
2629,2025-08-02,209,-3.00
6002,2025-08-08,61,9.00
5915,2025-08-02,61,-5.00
2494,2025-08-01,176,9.00
4757,2025-08-09,71,-6.00
2657,2025-08-13,203,-3.00
587,2025-08-07,185,3.00
288,2025-08-12,169,175.00
5140,2025-08-13,49,8.00
1041,2025-08-13,136,4.00
1335,2025-08-06,194,127.00
4456,2025-08-09,55,-8.00
1859,2025-08-10,150,25.00
1634,2025-08-06,185,-5.00
4585,2025-08-09,40,-4.00
3523,2025-08-02,89,-3.00
5429,2025-08-02,99,-4.00
2226,2025-08-08,159,-8.00
5352,2025-08-11,49,-2.00
5437,2025-08-11,50,6.00
5731,2025-08-04,76,-7.00
503,2025-08-03,294,0.00
2225,2025-08-06,171,31.00
1899,2025-08-03,154,16.00
3520,2025-08-10,85,7.00
3535,2025-08-12,74,-10.00
5717,2025-08-12,77,-7.00
5631,2025-08-13,42,-4.00
2361,2025-08-01,287,-2.00
5395,2025-08-02,67,-2.00
4542,2025-08-12,48,185.00
2658,2025-08-04,174,0.00
5272,2025-08-06,46,-5.00
5821,2025-08-07,52,-3.00
2290,2025-08-01,144,-4.00
5610,2025-08-09,59,-1.00
5427,2025-08-06,42,73.00
5100,2025-08-08,33,-7.00
1144,2025-08-13,102,14.00
2100,2025-08-01,185,-3.00
1793,2025-08-05,115,-8.00
3409,2025-08-02,88,-1.00
758,2025-08-04,191,-2.00
1857,2025-08-03,192,11.00
1297,2025-08-05,130,-3.00
5038,2025-08-15,56,-3.00
1006,2025-08-13,194,207.00
1082,2025-08-01,150,5.00
2635,2025-08-06,150,2.00
845,2025-08-09,381,19.00
2862,2025-08-09,202,-2.00
2100,2025-08-13,170,-10.00
4574,2025-08-04,52,-6.00
468,2025-08-04,203,3.00
1599,2025-08-01,264,-4.00
2417,2025-08-15,154,4.00
556,2025-08-14,123,-7.00
5729,2025-08-07,52,-8.00
3641,2025-08-13,89,0.00
3535,2025-08-06,68,-7.00
1761,2025-08-02,194,7.00
777,2025-08-12,95,201.00
1815,2025-08-05,186,-3.00
1708,2025-08-12,131,83.00
5652,2025-08-15,81,5.00
411,2025-08-12,98,13.00
4519,2025-08-02,56,162.00
1872,2025-08-13,173,4.00
5290,2025-08-12,63,301.00
5646,2025-08-03,56,2.00
5289,2025-08-03,58,-4.00
3638,2025-08-02,134,16.00
4610,2025-08-02,68,6.00
5836,2025-08-09,83,-5.00
1793,2025-08-04,118,-4.00
2683,2025-08-09,256,0.00
1899,2025-08-08,150,14.00
2361,2025-08-04,273,-2.00
2133,2025-08-11,193,1.00
5915,2025-08-05,52,-2.00
1989,2025-08-03,191,85.00
1335,2025-08-07,194,4.00
2369,2025-08-10,182,-3.00
2337,2025-08-13,225,-4.00
1097,2025-08-04,162,-9.00
1328,2025-08-14,206,12.00
2225,2025-08-15,142,-6.00
5624,2025-08-12,59,5.00
3468,2025-08-10,101,-5.00
4574,2025-08-15,54,-10.00
5901,2025-08-15,75,-3.00
708,2025-08-02,150,28.00
1756,2025-08-12,107,169.00
1576,2025-08-09,162,73.00
310,2025-08-15,135,50.00
4739,2025-08-07,50,-2.00
3655,2025-08-06,83,-7.00
1616,2025-08-15,134,6.00
5292,2025-08-09,74,-6.00
2640,2025-08-10,134,14.00
5930,2025-08-12,83,4.00
4638,2025-08-13,69,0.00
5250,2025-08-01,91,3.00
4436,2025-08-02,66,-8.00
2481,2025-08-14,150,9.00
5314,2025-08-08,59,57.00
4748,2025-08-07,43,-4.00
2430,2025-08-03,139,-3.00
2658,2025-08-06,167,-5.00
3598,2025-08-13,46,-1.00
490,2025-08-02,140,-7.00
5275,2025-08-02,47,-2.00
4429,2025-08-10,59,44.00
791,2025-08-05,227,-10.00
399,2025-08-02,205,-7.00
5395,2025-08-04,71,-5.00
1823,2025-08-13,222,-7.00
5748,2025-08-07,69,3.00
2658,2025-08-15,118,5.00
4588,2025-08-15,50,3.00
5125,2025-08-01,55,-10.00
380,2025-08-04,136,28.00
4431,2025-08-07,40,3.00
2369,2025-08-04,200,-5.00
1068,2025-08-03,221,-5.00
2629,2025-08-09,127,2.00
1044,2025-08-03,269,93.00
2207,2025-08-14,130,10.00
286,2025-08-08,156,-2.00
5262,2025-08-05,64,-5.00
1495,2025-08-10,58,10.00
2657,2025-08-03,210,-2.00
5262,2025-08-02,53,35.00
4588,2025-08-02,57,1.00
1941,2025-08-15,97,-5.00
4559,2025-08-01,50,-10.00
2361,2025-08-15,133,9.00
4558,2025-08-08,45,-11.00
561,2025-08-13,161,-4.00
2189,2025-08-08,209,-4.00
5337,2025-08-04,83,18.00
288,2025-08-07,178,18.00
4476,2025-08-09,70,-5.00
1967,2025-08-06,211,257.00
1909,2025-08-13,160,-3.00
3402,2025-08-10,77,17.00
5963,2025-08-10,73,27.00
5555,2025-08-05,46,-2.00
349,2025-08-04,164,54.00
2008,2025-08-14,306,-6.00
4184,2025-08-03,50,-1.00
5020,2025-08-01,34,-9.00
3696,2025-08-12,82,-6.00
5350,2025-08-09,60,-3.00
1761,2025-08-09,127,1.00
5608,2025-08-10,56,-4.00
4188,2025-08-13,48,5.00
5729,2025-08-10,45,2.00
3601,2025-08-06,79,0.00
5585,2025-08-04,58,-7.00
5841,2025-08-10,71,37.00
1878,2025-08-11,215,4.00
374,2025-08-06,120,0.00
1006,2025-08-10,171,31.00
2481,2025-08-09,124,13.00
3523,2025-08-07,89,-5.00
2426,2025-08-10,188,51.00
1139,2025-08-05,156,6.00
2609,2025-08-13,136,-2.00
5712,2025-08-06,73,125.00
2147,2025-08-10,125,46.00
5292,2025-08-10,81,-5.00
4584,2025-08-04,60,-2.00
1776,2025-08-02,178,-1.00
2497,2025-08-15,138,73.00
576,2025-08-08,252,-2.00
767,2025-08-10,222,55.00
2666,2025-08-04,209,1.00
907,2025-08-12,270,127.00
708,2025-08-04,136,-1.00
5963,2025-08-03,78,-3.00
2075,2025-08-13,175,8.00
276,2025-08-03,213,24.00
1778,2025-08-15,124,-3.00
1659,2025-08-06,234,2.00
247,2025-08-11,166,0.00
1477,2025-08-09,87,-5.00
5532,2025-08-14,72,-5.00
5320,2025-08-10,44,36.00
2329,2025-08-04,124,-3.00
5140,2025-08-04,38,23.00
5121,2025-08-14,5,-10.00
4590,2025-08-07,53,-3.00
310,2025-08-13,130,-1.00
1823,2025-08-06,234,-4.00
561,2025-08-01,223,-5.00
1564,2025-08-05,213,3.00
1674,2025-08-10,230,-1.00
5977,2025-08-05,71,-4.00
2665,2025-08-04,198,51.00
5646,2025-08-04,49,0.00
5948,2025-08-15,69,6.00
1215,2025-08-08,181,-10.00
1742,2025-08-04,195,-5.00
1980,2025-08-12,122,-10.00
4584,2025-08-11,47,-3.00
1811,2025-08-01,201,54.00
791,2025-08-03,225,5.00
763,2025-08-04,203,-5.00
4431,2025-08-05,50,-4.00
5852,2025-08-02,81,190.00
5607,2025-08-03,69,-7.00
481,2025-08-09,171,101.00
2481,2025-08-06,113,140.00
1100,2025-08-04,211,18.00
3535,2025-08-13,68,-1.00
1209,2025-08-10,193,64.00
1205,2025-08-11,202,-2.00
307,2025-08-02,166,-8.00
4507,2025-08-01,46,4.00
3542,2025-08-03,71,44.00
1398,2025-08-15,94,-2.00
3551,2025-08-07,51,3.00
4436,2025-08-13,60,-7.00
4186,2025-08-11,59,-6.00
5140,2025-08-08,56,29.00
5021,2025-08-05,52,0.00
4645,2025-08-03,49,-9.00
1693,2025-08-14,80,-5.00
3699,2025-08-02,99,89.00
1097,2025-08-06,109,22.00
4445,2025-08-04,49,23.00
3604,2025-08-13,81,9.00
5437,2025-08-05,60,-7.00
6004,2025-08-08,63,-1.00
5269,2025-08-13,49,-4.00
4780,2025-08-09,53,-9.00
4597,2025-08-15,51,-10.00
1082,2025-08-10,157,20.00
970,2025-08-07,248,4.00
2099,2025-08-02,218,4.00
4778,2025-08-09,47,-4.00
1660,2025-08-04,271,77.00
1314,2025-08-11,202,-1.00
3535,2025-08-10,80,75.00
490,2025-08-05,118,-5.00
3493,2025-08-03,72,18.00
1531,2025-08-10,93,-3.00
1643,2025-08-08,209,-1.00
5946,2025-08-09,80,-7.00
4517,2025-08-08,47,-7.00
118,2025-08-11,139,4.00
1620,2025-08-11,229,-6.00
4387,2025-08-10,50,0.00
2201,2025-08-05,252,3.00
2144,2025-08-12,135,0.00
5392,2025-08-08,66,19.00
1030,2025-08-05,164,46.00
5138,2025-08-05,33,3.00
5819,2025-08-08,46,10.00
5337,2025-08-10,77,23.00
793,2025-08-07,139,12.00
3409,2025-08-01,81,5.00
5395,2025-08-09,68,-5.00
4504,2025-08-15,43,144.00
2138,2025-08-15,159,5.00
2329,2025-08-06,107,31.00
5474,2025-08-15,43,27.00
4563,2025-08-13,50,50.00
4529,2025-08-01,48,-9.00
2038,2025-08-04,160,-4.00
4574,2025-08-02,54,-3.00
5841,2025-08-03,90,9.00
4568,2025-08-10,39,0.00
561,2025-08-03,185,4.00
1010,2025-08-03,148,-6.00
2865,2025-08-03,180,-2.00
2059,2025-08-10,181,17.00
2333,2025-08-14,174,-2.00
1168,2025-08-14,222,-3.00
481,2025-08-14,125,9.00
2329,2025-08-05,109,-2.00
2113,2025-08-09,190,193.00
1617,2025-08-13,192,100.00
1974,2025-08-12,95,110.00
2333,2025-08-09,208,162.00
763,2025-08-15,200,56.00
912,2025-08-04,166,43.00
1996,2025-08-04,253,-8.00
468,2025-08-08,216,2.00
764,2025-08-05,188,2.00
481,2025-08-06,117,251.00
2337,2025-08-06,205,-2.00
1643,2025-08-13,210,-3.00
224,2025-08-12,202,0.00
5593,2025-08-04,76,-1.00
3718,2025-08-04,68,6.00
2347,2025-08-07,168,52.00
2343,2025-08-14,115,-2.00
5905,2025-08-13,80,0.00
3498,2025-08-15,83,-7.00
1872,2025-08-04,129,7.00
5593,2025-08-15,56,-7.00
5094,2025-08-14,53,7.00
3601,2025-08-05,78,-1.00
2106,2025-08-11,220,-8.00
5262,2025-08-14,36,-8.00
5446,2025-08-14,79,0.00
5874,2025-08-11,44,-3.00
5021,2025-08-04,17,-6.00
5275,2025-08-05,37,14.00
5100,2025-08-13,43,-3.00
4504,2025-08-06,48,-9.00
2488,2025-08-13,99,-3.00
4585,2025-08-03,60,-3.00
5275,2025-08-06,29,2.00
5843,2025-08-13,91,0.00
1273,2025-08-01,271,-2.00
1659,2025-08-15,232,5.00
5610,2025-08-08,47,0.00
2427,2025-08-01,110,8.00
2424,2025-08-11,217,0.00
1010,2025-08-09,167,-2.00
1491,2025-08-04,158,-2.00
1387,2025-08-13,417,21.00
5841,2025-08-11,66,3.00
622,2025-08-04,416,-2.00
1643,2025-08-12,198,-4.00
929,2025-08-05,175,18.00
1381,2025-08-06,38,-8.00
1878,2025-08-01,256,5.00
1811,2025-08-08,198,-4.00
5131,2025-08-03,57,-1.00
5309,2025-08-06,18,21.00
739,2025-08-15,148,-2.00
5469,2025-08-10,91,95.00
4613,2025-08-06,60,48.00
5601,2025-08-06,56,31.00
1594,2025-08-05,132,-2.00
587,2025-08-09,213,-1.00
1775,2025-08-07,209,32.00
2148,2025-08-15,112,3.00
4461,2025-08-07,43,-3.00
5821,2025-08-13,50,-4.00
2011,2025-08-04,180,8.00
2394,2025-08-03,258,21.00
2243,2025-08-11,141,4.00
4504,2025-08-05,44,-11.00
4546,2025-08-13,50,2.00
1448,2025-08-10,115,8.00
5382,2025-08-01,42,1.00
2177,2025-08-07,98,0.00
1946,2025-08-05,114,61.00
5269,2025-08-07,46,-7.00
2629,2025-08-14,185,-6.00
1215,2025-08-03,178,-4.00
2661,2025-08-03,181,-5.00
467,2025-08-08,122,9.00
1491,2025-08-05,131,9.00
288,2025-08-14,207,21.00
312,2025-08-01,147,0.00
1291,2025-08-03,230,26.00
2092,2025-08-03,189,-2.00
5474,2025-08-02,48,47.00
5601,2025-08-08,50,-6.00
2609,2025-08-11,132,-5.00
1209,2025-08-05,170,1.00
4546,2025-08-03,48,-3.00
953,2025-08-08,274,6.00
1909,2025-08-15,186,1.00
3421,2025-08-12,46,-9.00
3464,2025-08-10,73,-3.00
5272,2025-08-04,49,-6.00
118,2025-08-07,187,14.00
5138,2025-08-10,43,56.00
5108,2025-08-03,47,19.00
912,2025-08-11,170,-1.00
534,2025-08-15,200,45.00
3685,2025-08-08,84,-5.00
1761,2025-08-05,169,146.00
1358,2025-08-07,88,-3.00
1361,2025-08-10,126,6.00
3440,2025-08-01,88,-3.00
4645,2025-08-04,63,-6.00
4791,2025-08-12,44,-3.00
2418,2025-08-11,168,1.00
411,2025-08-02,185,-3.00
2385,2025-08-08,185,-2.00
1857,2025-08-02,209,36.00
1761,2025-08-13,135,17.00
1301,2025-08-05,101,-8.00
1859,2025-08-05,150,-2.00
1996,2025-08-03,238,25.00
3551,2025-08-11,69,0.00
5731,2025-08-12,80,-3.00
5250,2025-08-07,76,3.00
5999,2025-08-08,70,0.00
2287,2025-08-02,157,-5.00
5136,2025-08-14,4,-10.00
622,2025-08-15,413,4.00
2684,2025-08-04,231,17.00
2092,2025-08-10,198,-6.00
1617,2025-08-10,137,76.00
5874,2025-08-04,46,-3.00
3551,2025-08-10,59,20.00
1273,2025-08-11,178,282.00
563,2025-08-12,167,-3.00
5125,2025-08-15,46,-4.00
4173,2025-08-08,54,-1.00
1113,2025-08-15,153,0.00
2389,2025-08-08,203,-4.00
5352,2025-08-08,50,-10.00
1387,2025-08-12,189,0.00
708,2025-08-10,139,-13.00
2323,2025-08-09,379,-9.00
3604,2025-08-09,91,1.00
4519,2025-08-10,41,8.00
1659,2025-08-07,222,-2.00
1224,2025-08-04,200,-1.00
1778,2025-08-03,142,-3.00
4790,2025-08-01,50,-4.00
1124,2025-08-03,213,212.00
5668,2025-08-11,53,-2.00
602,2025-08-15,120,7.00
5320,2025-08-02,52,11.00
758,2025-08-15,192,2.00
1239,2025-08-13,182,-4.00
1304,2025-08-04,218,-8.00
714,2025-08-13,169,4.00
1077,2025-08-10,102,7.00
3635,2025-08-09,76,-5.00
467,2025-08-14,122,5.00
1859,2025-08-09,152,-7.00
276,2025-08-12,162,30.00
1224,2025-08-02,221,-4.00
3604,2025-08-11,80,1.00
1857,2025-08-15,183,0.00
4789,2025-08-03,68,31.00
4504,2025-08-10,43,-10.00
5565,2025-08-13,56,0.00
2483,2025-08-07,204,-2.00
2207,2025-08-15,156,6.00
1975,2025-08-08,182,-3.00
5819,2025-08-14,57,48.00
3523,2025-08-01,90,11.00
1851,2025-08-08,160,-8.00
5135,2025-08-04,49,0.00
4185,2025-08-12,40,180.00
4186,2025-08-02,50,178.00
5469,2025-08-07,30,-4.00
2225,2025-08-04,193,-4.00
1693,2025-08-09,167,26.00
291,2025-08-01,154,17.00
602,2025-08-01,202,20.00
3551,2025-08-03,82,80.00
1830,2025-08-08,160,-1.00
758,2025-08-09,234,24.00
2278,2025-08-05,237,-3.00
2039,2025-08-05,266,10.00
2075,2025-08-01,229,3.00
1660,2025-08-13,260,-4.00
2370,2025-08-10,175,126.00
2251,2025-08-07,141,-3.00
468,2025-08-06,208,-3.00
4502,2025-08-04,52,-3.00
2370,2025-08-09,226,-5.00
777,2025-08-09,102,-2.00
1139,2025-08-14,132,-6.00
5726,2025-08-12,36,-10.00
3465,2025-08-01,78,18.00
2280,2025-08-05,255,-8.00
1946,2025-08-07,180,26.00
5810,2025-08-07,45,-3.00
4571,2025-08-09,64,0.00
5555,2025-08-13,44,-6.00
1178,2025-08-09,199,23.00
2658,2025-08-02,180,12.00
4563,2025-08-10,50,-6.00
4529,2025-08-02,52,-6.00
2148,2025-08-06,141,218.00
5045,2025-08-02,75,-1.00
2455,2025-08-09,231,-4.00
5362,2025-08-09,31,616.00
2090,2025-08-10,203,51.00
1776,2025-08-11,171,-2.00
5229,2025-08-05,54,-1.00
660,2025-08-01,239,-3.00
2226,2025-08-05,190,0.00
5819,2025-08-10,59,83.00
2243,2025-08-14,142,9.00
1363,2025-08-03,237,-3.00
1030,2025-08-03,125,16.00
2640,2025-08-03,136,-6.00
5026,2025-08-15,38,26.00
2176,2025-08-02,229,-9.00
987,2025-08-03,334,21.00
1495,2025-08-03,90,16.00
739,2025-08-02,201,51.00
293,2025-08-14,205,-6.00
1215,2025-08-10,188,-5.00
2427,2025-08-07,115,58.00
2182,2025-08-12,177,41.00
980,2025-08-15,247,7.00
2865,2025-08-07,170,4.00
3465,2025-08-07,75,4.00
2657,2025-08-15,207,1.00
2865,2025-08-13,169,14.00
276,2025-08-09,178,16.00
118,2025-08-08,181,5.00
1612,2025-08-05,101,-1.00
5118,2025-08-10,43,62.00
2138,2025-08-06,113,113.00
2665,2025-08-02,231,12.00
5499,2025-08-02,51,26.00
2455,2025-08-02,255,-5.00
2862,2025-08-05,180,-2.00
592,2025-08-13,157,-4.00
2005,2025-08-06,78,321.00
5847,2025-08-09,95,7.00
1421,2025-08-09,253,-3.00
3668,2025-08-03,99,-1.00
4391,2025-08-10,56,56.00
3523,2025-08-09,98,1.00
1989,2025-08-05,192,-5.00
4549,2025-08-10,40,0.00
5874,2025-08-01,40,-1.00
3451,2025-08-11,74,21.00
4533,2025-08-13,52,-1.00
4507,2025-08-13,22,831.00
929,2025-08-15,196,-3.00
2177,2025-08-04,120,-1.00
224,2025-08-07,190,24.00
1657,2025-08-04,163,7.00
2616,2025-08-01,215,21.00
944,2025-08-12,247,0.00
1660,2025-08-01,300,16.00
467,2025-08-05,189,-3.00
359,2025-08-12,162,-4.00
611,2025-08-10,276,0.00
4558,2025-08-10,69,9.00
4380,2025-08-07,28,-3.00
2465,2025-08-11,198,-4.00
4610,2025-08-03,65,-1.00
1421,2025-08-02,260,-4.00
1291,2025-08-15,55,51.00
4463,2025-08-01,52,82.00
1068,2025-08-13,176,-2.00
5915,2025-08-14,41,0.00
2418,2025-08-01,199,-5.00
3520,2025-08-07,78,11.00
4549,2025-08-05,48,-3.00
4502,2025-08-09,30,-4.00
5564,2025-08-04,47,-6.00
2189,2025-08-05,187,40.00
5362,2025-08-05,28,64.00
769,2025-08-05,206,-12.00
374,2025-08-02,137,2.00
224,2025-08-03,250,28.00
3708,2025-08-11,86,0.00
3716,2025-08-04,76,-11.00
2251,2025-08-12,94,6.00
4445,2025-08-05,51,-7.00
4501,2025-08-02,63,-1.00
5272,2025-08-14,50,-4.00
5833,2025-08-03,74,5.00
411,2025-08-11,125,0.00
791,2025-08-07,211,-7.00
416,2025-08-07,282,88.00
5260,2025-08-12,50,3.00
3569,2025-08-12,76,-8.00
1801,2025-08-12,254,4.00
1740,2025-08-07,182,-6.00
1068,2025-08-04,198,0.00
1655,2025-08-11,195,5.00
1617,2025-08-05,170,4.00
938,2025-08-08,201,69.00
604,2025-08-10,49,-6.00
2008,2025-08-11,314,5.00
2104,2025-08-01,209,-4.00
1612,2025-08-06,98,119.00
1974,2025-08-03,131,-5.00
1815,2025-08-07,159,-1.00
5868,2025-08-04,77,2.00
2369,2025-08-07,190,-10.00
2154,2025-08-03,181,4.00
4452,2025-08-03,53,-8.00
3715,2025-08-02,75,0.00
1291,2025-08-09,261,56.00
2683,2025-08-03,195,6.00
1583,2025-08-05,191,83.00
312,2025-08-06,141,110.00
2040,2025-08-15,190,-1.00
3708,2025-08-10,95,-1.00
1182,2025-08-08,235,23.00
