flight_number,scheduled_departure_date,departure_delay_min,total_pax,ssr_count,load_category,ssr_volume
4558,2025-08-08,-11.0,45,15,Low Load,Low SSR
561,2025-08-13,-4.0,161,75,Medium Load,High SSR
2189,2025-08-08,-4.0,209,62,High Load,High SSR
5337,2025-08-04,18.0,83,25,Medium Load,Low SSR
288,2025-08-07,18.0,178,64,High Load,High SSR
4476,2025-08-09,-5.0,70,20,Low Load,Low SSR
1967,2025-08-06,257.0,211,84,High Load,High SSR
1909,2025-08-13,-3.0,160,55,Medium Load,High SSR
3402,2025-08-10,17.0,77,27,Medium Load,Low SSR
5963,2025-08-10,27.0,73,18,Medium Load,Low SSR
5555,2025-08-05,-2.0,46,17,Low Load,Low SSR
349,2025-08-04,54.0,164,41,Medium Load,High SSR
2008,2025-08-14,-6.0,306,74,High Load,High SSR
4184,2025-08-03,-1.0,50,18,Low Load,Low SSR
5020,2025-08-01,-9.0,34,26,Low Load,Low SSR
3696,2025-08-12,-6.0,82,16,Medium Load,Low SSR
5350,2025-08-09,-3.0,60,22,Low Load,Low SSR
1761,2025-08-09,1.0,127,107,Medium Load,High SSR
5608,2025-08-10,-4.0,56,17,Low Load,Low SSR
4188,2025-08-13,5.0,48,22,Low Load,Low SSR
5729,2025-08-10,2.0,45,76,Low Load,High SSR
3601,2025-08-06,0.0,79,23,Medium Load,Low SSR
5585,2025-08-04,-7.0,58,13,Low Load,Low SSR
5841,2025-08-10,37.0,71,34,Low Load,Low SSR
1878,2025-08-11,4.0,215,74,High Load,High SSR
374,2025-08-06,0.0,120,85,Medium Load,High SSR
1006,2025-08-10,31.0,171,85,High Load,High SSR
2481,2025-08-09,13.0,124,66,Medium Load,High SSR
3523,2025-08-07,-5.0,89,33,Medium Load,Low SSR
2426,2025-08-10,51.0,188,79,High Load,High SSR
1139,2025-08-05,6.0,156,17,Medium Load,Low SSR
2609,2025-08-13,-2.0,136,38,Medium Load,Low SSR
5712,2025-08-06,125.0,73,24,Medium Load,Low SSR
2147,2025-08-10,46.0,125,40,Medium Load,Low SSR
5292,2025-08-10,-5.0,81,48,Medium Load,High SSR
4584,2025-08-04,-2.0,60,22,Low Load,Low SSR
1776,2025-08-02,-1.0,178,41,High Load,High SSR
2497,2025-08-15,73.0,138,77,Medium Load,High SSR
576,2025-08-08,-2.0,252,102,High Load,High SSR
767,2025-08-10,55.0,222,44,High Load,High SSR
2666,2025-08-04,1.0,209,40,High Load,Low SSR
907,2025-08-12,127.0,270,135,High Load,High SSR
708,2025-08-04,-1.0,136,57,Medium Load,High SSR
5963,2025-08-03,-3.0,78,18,Medium Load,Low SSR
2075,2025-08-13,8.0,175,94,High Load,High SSR
276,2025-08-03,24.0,213,48,High Load,High SSR
1778,2025-08-15,-3.0,124,94,Medium Load,High SSR
1659,2025-08-06,2.0,234,49,High Load,High SSR
247,2025-08-11,0.0,166,83,Medium Load,High SSR
1477,2025-08-09,-5.0,87,43,Medium Load,High SSR
5532,2025-08-14,-5.0,72,11,Low Load,Low SSR
5320,2025-08-10,36.0,44,14,Low Load,Low SSR
2329,2025-08-04,-3.0,124,94,Medium Load,High SSR
5140,2025-08-04,23.0,38,20,Low Load,Low SSR
5121,2025-08-14,-10.0,5,19,Low Load,Low SSR
4590,2025-08-07,-3.0,53,26,Low Load,Low SSR
310,2025-08-13,-1.0,130,119,Medium Load,High SSR
1823,2025-08-06,-4.0,234,89,High Load,High SSR
561,2025-08-01,-5.0,223,75,High Load,High SSR
1564,2025-08-05,3.0,213,58,High Load,High SSR
1674,2025-08-10,-1.0,230,16,High Load,Low SSR
5977,2025-08-05,-4.0,71,34,Low Load,Low SSR
2665,2025-08-04,51.0,198,96,High Load,High SSR
5646,2025-08-04,0.0,49,16,Low Load,Low SSR
5948,2025-08-15,6.0,69,11,Low Load,Low SSR
1215,2025-08-08,-10.0,181,66,High Load,High SSR
1742,2025-08-04,-5.0,195,47,High Load,High SSR
1980,2025-08-12,-10.0,122,25,Medium Load,Low SSR
4584,2025-08-11,-3.0,47,22,Low Load,Low SSR
1811,2025-08-01,54.0,201,151,High Load,High SSR
791,2025-08-03,5.0,225,31,High Load,Low SSR
763,2025-08-04,-5.0,203,44,High Load,High SSR
4431,2025-08-05,-4.0,50,17,Low Load,Low SSR
5852,2025-08-02,190.0,81,31,Medium Load,Low SSR
5607,2025-08-03,-7.0,69,41,Low Load,High SSR
481,2025-08-09,101.0,171,54,High Load,High SSR
2481,2025-08-06,140.0,113,66,Medium Load,High SSR
1100,2025-08-04,18.0,211,36,High Load,Low SSR
3535,2025-08-13,-1.0,68,27,Low Load,Low SSR
1209,2025-08-10,64.0,193,65,High Load,High SSR
1205,2025-08-11,-2.0,202,67,High Load,High SSR
307,2025-08-02,-8.0,166,68,Medium Load,High SSR
4507,2025-08-01,4.0,46,18,Low Load,Low SSR
3542,2025-08-03,44.0,71,20,Low Load,Low SSR
1398,2025-08-15,-2.0,94,96,Medium Load,High SSR
3551,2025-08-07,3.0,51,19,Low Load,Low SSR
4436,2025-08-13,-7.0,60,23,Low Load,Low SSR
4186,2025-08-11,-6.0,59,39,Low Load,Low SSR
5140,2025-08-08,29.0,56,20,Low Load,Low SSR
5021,2025-08-05,0.0,52,56,Low Load,High SSR
4645,2025-08-03,-9.0,49,23,Low Load,Low SSR
1693,2025-08-14,-5.0,80,36,Medium Load,Low SSR
3699,2025-08-02,89.0,99,13,Medium Load,Low SSR
1097,2025-08-06,22.0,109,32,Medium Load,Low SSR
4445,2025-08-04,23.0,49,17,Low Load,Low SSR
3604,2025-08-13,9.0,81,24,Medium Load,Low SSR
5437,2025-08-05,-7.0,60,38,Low Load,Low SSR
6004,2025-08-08,-1.0,63,5,Low Load,Low SSR
5269,2025-08-13,-4.0,49,21,Low Load,Low SSR
4780,2025-08-09,-9.0,53,20,Low Load,Low SSR
4597,2025-08-15,-10.0,51,7,Low Load,Low SSR
1082,2025-08-10,20.0,157,108,Medium Load,High SSR
970,2025-08-07,4.0,248,59,High Load,High SSR
2099,2025-08-02,4.0,218,141,High Load,High SSR
4778,2025-08-09,-4.0,47,16,Low Load,Low SSR
1660,2025-08-04,77.0,271,74,High Load,High SSR
1314,2025-08-11,-1.0,202,94,High Load,High SSR
3535,2025-08-10,75.0,80,27,Medium Load,Low SSR
490,2025-08-05,-5.0,118,71,Medium Load,High SSR
3493,2025-08-03,18.0,72,22,Low Load,Low SSR
1531,2025-08-10,-3.0,93,102,Medium Load,High SSR
1643,2025-08-08,-1.0,209,58,High Load,High SSR
5946,2025-08-09,-7.0,80,23,Medium Load,Low SSR
4517,2025-08-08,-7.0,47,14,Low Load,Low SSR
118,2025-08-11,4.0,139,69,Medium Load,High SSR
1620,2025-08-11,-6.0,229,82,High Load,High SSR
4387,2025-08-10,0.0,50,19,Low Load,Low SSR
2201,2025-08-05,3.0,252,101,High Load,High SSR
2144,2025-08-12,0.0,135,212,Medium Load,High SSR
5392,2025-08-08,19.0,66,24,Low Load,Low SSR
1030,2025-08-05,46.0,164,43,Medium Load,High SSR
5138,2025-08-05,3.0,33,9,Low Load,Low SSR
5819,2025-08-08,10.0,46,25,Low Load,Low SSR
5337,2025-08-10,23.0,77,25,Medium Load,Low SSR
793,2025-08-07,12.0,139,93,Medium Load,High SSR
3409,2025-08-01,5.0,81,29,Medium Load,Low SSR
5395,2025-08-09,-5.0,68,36,Low Load,Low SSR
4504,2025-08-15,144.0,43,19,Low Load,Low SSR
2138,2025-08-15,5.0,159,72,Medium Load,High SSR
2329,2025-08-06,31.0,107,94,Medium Load,High SSR
5474,2025-08-15,27.0,43,42,Low Load,High SSR
4563,2025-08-13,50.0,50,27,Low Load,Low SSR
4529,2025-08-01,-9.0,48,19,Low Load,Low SSR
2038,2025-08-04,-4.0,160,28,Medium Load,Low SSR
4574,2025-08-02,-3.0,54,24,Low Load,Low SSR
5841,2025-08-03,9.0,90,34,Medium Load,Low SSR
4568,2025-08-10,0.0,39,15,Low Load,Low SSR
561,2025-08-03,4.0,185,75,High Load,High SSR
1010,2025-08-03,-6.0,148,24,Medium Load,Low SSR
2865,2025-08-03,-2.0,180,94,High Load,High SSR
2059,2025-08-10,17.0,181,72,High Load,High SSR
2333,2025-08-14,-2.0,174,78,High Load,High SSR
1168,2025-08-14,-3.0,222,58,High Load,High SSR
481,2025-08-14,9.0,125,54,Medium Load,High SSR
2329,2025-08-05,-2.0,109,94,Medium Load,High SSR
2113,2025-08-09,193.0,190,103,High Load,High SSR
1617,2025-08-13,100.0,192,60,High Load,High SSR
1974,2025-08-12,110.0,95,93,Medium Load,High SSR
2333,2025-08-09,162.0,208,78,High Load,High SSR
763,2025-08-15,56.0,200,44,High Load,High SSR
912,2025-08-04,43.0,166,76,Medium Load,High SSR
1996,2025-08-04,-8.0,253,113,High Load,High SSR
468,2025-08-08,2.0,216,114,High Load,High SSR
764,2025-08-05,2.0,188,34,High Load,Low SSR
481,2025-08-06,251.0,117,54,Medium Load,High SSR
2337,2025-08-06,-2.0,205,98,High Load,High SSR
1643,2025-08-13,-3.0,210,58,High Load,High SSR
224,2025-08-12,0.0,202,68,High Load,High SSR
5593,2025-08-04,-1.0,76,35,Medium Load,Low SSR
3718,2025-08-04,6.0,68,21,Low Load,Low SSR
2347,2025-08-07,52.0,168,70,Medium Load,High SSR
2343,2025-08-14,-2.0,115,64,Medium Load,High SSR
5905,2025-08-13,0.0,80,4,Medium Load,Low SSR
3498,2025-08-15,-7.0,83,22,Medium Load,Low SSR
1872,2025-08-04,7.0,129,101,Medium Load,High SSR
5593,2025-08-15,-7.0,56,35,Low Load,Low SSR
5094,2025-08-14,7.0,53,16,Low Load,Low SSR
3601,2025-08-05,-1.0,78,23,Medium Load,Low SSR
2106,2025-08-11,-8.0,220,56,High Load,High SSR
5262,2025-08-14,-8.0,36,28,Low Load,Low SSR
5446,2025-08-14,0.0,79,20,Medium Load,Low SSR
5874,2025-08-11,-3.0,44,29,Low Load,Low SSR
5021,2025-08-04,-6.0,17,56,Low Load,High SSR
5275,2025-08-05,14.0,37,27,Low Load,Low SSR
5100,2025-08-13,-3.0,43,25,Low Load,Low SSR
4504,2025-08-06,-9.0,48,19,Low Load,Low SSR
2488,2025-08-13,-3.0,99,82,Medium Load,High SSR
4585,2025-08-03,-3.0,60,26,Low Load,Low SSR
5275,2025-08-06,2.0,29,27,Low Load,Low SSR
5843,2025-08-13,0.0,91,19,Medium Load,Low SSR
1273,2025-08-01,-2.0,271,36,High Load,Low SSR
1659,2025-08-15,5.0,232,49,High Load,High SSR
5610,2025-08-08,0.0,47,19,Low Load,Low SSR
2427,2025-08-01,8.0,110,57,Medium Load,High SSR
2424,2025-08-11,0.0,217,42,High Load,High SSR
1010,2025-08-09,-2.0,167,24,Medium Load,Low SSR
1491,2025-08-04,-2.0,158,102,Medium Load,High SSR
1387,2025-08-13,21.0,417,83,High Load,High SSR
5841,2025-08-11,3.0,66,34,Low Load,Low SSR
622,2025-08-04,-2.0,416,113,High Load,High SSR
1643,2025-08-12,-4.0,198,58,High Load,High SSR
929,2025-08-05,18.0,175,66,High Load,High SSR
1381,2025-08-06,-8.0,38,21,Low Load,Low SSR
1878,2025-08-01,5.0,256,74,High Load,High SSR
1811,2025-08-08,-4.0,198,151,High Load,High SSR
5131,2025-08-03,-1.0,57,23,Low Load,Low SSR
5309,2025-08-06,21.0,18,23,Low Load,Low SSR
739,2025-08-15,-2.0,148,59,Medium Load,High SSR
5469,2025-08-10,95.0,91,15,Medium Load,Low SSR
4613,2025-08-06,48.0,60,13,Low Load,Low SSR
5601,2025-08-06,31.0,56,71,Low Load,High SSR
1594,2025-08-05,-2.0,132,77,Medium Load,High SSR
587,2025-08-09,-1.0,213,68,High Load,High SSR
1775,2025-08-07,32.0,209,69,High Load,High SSR
2148,2025-08-15,3.0,112,46,Medium Load,High SSR
4461,2025-08-07,-3.0,43,19,Low Load,Low SSR
5821,2025-08-13,-4.0,50,16,Low Load,Low SSR
2011,2025-08-04,8.0,180,87,High Load,High SSR
2394,2025-08-03,21.0,258,56,High Load,High SSR
2243,2025-08-11,4.0,141,69,Medium Load,High SSR
4504,2025-08-05,-11.0,44,19,Low Load,Low SSR
4546,2025-08-13,2.0,50,18,Low Load,Low SSR
1448,2025-08-10,8.0,115,78,Medium Load,High SSR
5382,2025-08-01,1.0,42,21,Low Load,Low SSR
2177,2025-08-07,0.0,98,30,Medium Load,Low SSR
1946,2025-08-05,61.0,114,57,Medium Load,High SSR
5269,2025-08-07,-7.0,46,21,Low Load,Low SSR
2629,2025-08-14,-6.0,185,116,High Load,High SSR
1215,2025-08-03,-4.0,178,66,High Load,High SSR
2661,2025-08-03,-5.0,181,31,High Load,Low SSR
467,2025-08-08,9.0,122,99,Medium Load,High SSR
1491,2025-08-05,9.0,131,102,Medium Load,High SSR
288,2025-08-14,21.0,207,64,High Load,High SSR
312,2025-08-01,0.0,147,34,Medium Load,Low SSR
1291,2025-08-03,26.0,230,41,High Load,High SSR
2092,2025-08-03,-2.0,189,41,High Load,High SSR
5474,2025-08-02,47.0,48,42,Low Load,High SSR
5601,2025-08-08,-6.0,50,71,Low Load,High SSR
2609,2025-08-11,-5.0,132,38,Medium Load,Low SSR
1209,2025-08-05,1.0,170,65,High Load,High SSR
4546,2025-08-03,-3.0,48,18,Low Load,Low SSR
953,2025-08-08,6.0,274,89,High Load,High SSR
1909,2025-08-15,1.0,186,55,High Load,High SSR
3421,2025-08-12,-9.0,46,18,Low Load,Low SSR
3464,2025-08-10,-3.0,73,14,Medium Load,Low SSR
5272,2025-08-04,-6.0,49,14,Low Load,Low SSR
118,2025-08-07,14.0,187,69,High Load,High SSR
5138,2025-08-10,56.0,43,9,Low Load,Low SSR
5108,2025-08-03,19.0,47,33,Low Load,Low SSR
912,2025-08-11,-1.0,170,76,High Load,High SSR
534,2025-08-15,45.0,200,108,High Load,High SSR
3685,2025-08-08,-5.0,84,19,Medium Load,Low SSR
1761,2025-08-05,146.0,169,107,High Load,High SSR
1358,2025-08-07,-3.0,88,20,Medium Load,Low SSR
1361,2025-08-10,6.0,126,48,Medium Load,High SSR
3440,2025-08-01,-3.0,88,24,Medium Load,Low SSR
4645,2025-08-04,-6.0,63,23,Low Load,Low SSR
4791,2025-08-12,-3.0,44,23,Low Load,Low SSR
2418,2025-08-11,1.0,168,40,Medium Load,Low SSR
411,2025-08-02,-3.0,185,71,High Load,High SSR
2385,2025-08-08,-2.0,185,42,High Load,High SSR
1857,2025-08-02,36.0,209,45,High Load,High SSR
1761,2025-08-13,17.0,135,107,Medium Load,High SSR
1301,2025-08-05,-8.0,101,37,Medium Load,Low SSR
1859,2025-08-05,-2.0,150,50,Medium Load,High SSR
1996,2025-08-03,25.0,238,113,High Load,High SSR
3551,2025-08-11,0.0,69,19,Low Load,Low SSR
5731,2025-08-12,-3.0,80,21,Medium Load,Low SSR
5250,2025-08-07,3.0,76,14,Medium Load,Low SSR
5999,2025-08-08,0.0,70,9,Low Load,Low SSR
2287,2025-08-02,-5.0,157,39,Medium Load,Low SSR
5136,2025-08-14,-10.0,4,17,Low Load,Low SSR
622,2025-08-15,4.0,413,113,High Load,High SSR
2684,2025-08-04,17.0,231,70,High Load,High SSR
2092,2025-08-10,-6.0,198,41,High Load,High SSR
1617,2025-08-10,76.0,137,60,Medium Load,High SSR
5874,2025-08-04,-3.0,46,29,Low Load,Low SSR
3551,2025-08-10,20.0,59,19,Low Load,Low SSR
1273,2025-08-11,282.0,178,36,High Load,Low SSR
563,2025-08-12,-3.0,167,49,Medium Load,High SSR
5125,2025-08-15,-4.0,46,26,Low Load,Low SSR
4173,2025-08-08,-1.0,54,10,Low Load,Low SSR
1113,2025-08-15,0.0,153,67,Medium Load,High SSR
2389,2025-08-08,-4.0,203,138,High Load,High SSR
5352,2025-08-08,-10.0,50,26,Low Load,Low SSR
1387,2025-08-12,0.0,189,83,High Load,High SSR
708,2025-08-10,-13.0,139,57,Medium Load,High SSR
2323,2025-08-09,-9.0,379,55,High Load,High SSR
3604,2025-08-09,1.0,91,24,Medium Load,Low SSR
4519,2025-08-10,8.0,41,18,Low Load,Low SSR
1659,2025-08-07,-2.0,222,49,High Load,High SSR
1224,2025-08-04,-1.0,200,36,High Load,Low SSR
1778,2025-08-03,-3.0,142,94,Medium Load,High SSR
4790,2025-08-01,-4.0,50,3,Low Load,Low SSR
1124,2025-08-03,212.0,213,103,High Load,High SSR
5668,2025-08-11,-2.0,53,26,Low Load,Low SSR
602,2025-08-15,7.0,120,58,Medium Load,High SSR
5320,2025-08-02,11.0,52,14,Low Load,Low SSR
758,2025-08-15,2.0,192,88,High Load,High SSR
1239,2025-08-13,-4.0,182,75,High Load,High SSR
1304,2025-08-04,-8.0,218,73,High Load,High SSR
714,2025-08-13,4.0,169,95,High Load,High SSR
1077,2025-08-10,7.0,102,6,Medium Load,Low SSR
3635,2025-08-09,-5.0,76,18,Medium Load,Low SSR
467,2025-08-14,5.0,122,99,Medium Load,High SSR
1859,2025-08-09,-7.0,152,50,Medium Load,High SSR
276,2025-08-12,30.0,162,48,Medium Load,High SSR
1224,2025-08-02,-4.0,221,36,High Load,Low SSR
3604,2025-08-11,1.0,80,24,Medium Load,Low SSR
1857,2025-08-15,0.0,183,45,High Load,High SSR
4789,2025-08-03,31.0,68,33,Low Load,Low SSR
4504,2025-08-10,-10.0,43,19,Low Load,Low SSR
5565,2025-08-13,0.0,56,76,Low Load,High SSR
2483,2025-08-07,-2.0,204,155,High Load,High SSR
2207,2025-08-15,6.0,156,87,Medium Load,High SSR
1975,2025-08-08,-3.0,182,51,High Load,High SSR
5819,2025-08-14,48.0,57,25,Low Load,Low SSR
3523,2025-08-01,11.0,90,33,Medium Load,Low SSR
1851,2025-08-08,-8.0,160,62,Medium Load,High SSR
5135,2025-08-04,0.0,49,22,Low Load,Low SSR
4185,2025-08-12,180.0,40,19,Low Load,Low SSR
4186,2025-08-02,178.0,50,39,Low Load,Low SSR
5469,2025-08-07,-4.0,30,15,Low Load,Low SSR
2225,2025-08-04,-4.0,193,81,High Load,High SSR
1693,2025-08-09,26.0,167,36,Medium Load,Low SSR
291,2025-08-01,17.0,154,60,Medium Load,High SSR
602,2025-08-01,20.0,202,58,High Load,High SSR
3551,2025-08-03,80.0,82,19,Medium Load,Low SSR
1830,2025-08-08,-1.0,160,70,Medium Load,High SSR
758,2025-08-09,24.0,234,88,High Load,High SSR
2278,2025-08-05,-3.0,237,164,High Load,High SSR
2039,2025-08-05,10.0,266,94,High Load,High SSR
2075,2025-08-01,3.0,229,94,High Load,High SSR
1660,2025-08-13,-4.0,260,74,High Load,High SSR
2370,2025-08-10,126.0,175,81,High Load,High SSR
2251,2025-08-07,-3.0,141,28,Medium Load,Low SSR
468,2025-08-06,-3.0,208,114,High Load,High SSR
4502,2025-08-04,-3.0,52,12,Low Load,Low SSR
2370,2025-08-09,-5.0,226,81,High Load,High SSR
777,2025-08-09,-2.0,102,66,Medium Load,High SSR
1139,2025-08-14,-6.0,132,17,Medium Load,Low SSR
5726,2025-08-12,-10.0,36,18,Low Load,Low SSR
3465,2025-08-01,18.0,78,25,Medium Load,Low SSR
2280,2025-08-05,-8.0,255,54,High Load,High SSR
1946,2025-08-07,26.0,180,57,High Load,High SSR
5810,2025-08-07,-3.0,45,26,Low Load,Low SSR
4571,2025-08-09,0.0,64,18,Low Load,Low SSR
5555,2025-08-13,-6.0,44,17,Low Load,Low SSR
1178,2025-08-09,23.0,199,102,High Load,High SSR
2658,2025-08-02,12.0,180,104,High Load,High SSR
4563,2025-08-10,-6.0,50,27,Low Load,Low SSR
4529,2025-08-02,-6.0,52,19,Low Load,Low SSR
2148,2025-08-06,218.0,141,46,Medium Load,High SSR
5045,2025-08-02,-1.0,75,25,Medium Load,Low SSR
2455,2025-08-09,-4.0,231,31,High Load,Low SSR
5362,2025-08-09,616.0,31,32,Low Load,Low SSR
2090,2025-08-10,51.0,203,41,High Load,High SSR
1776,2025-08-11,-2.0,171,41,High Load,High SSR
5229,2025-08-05,-1.0,54,16,Low Load,Low SSR
660,2025-08-01,-3.0,239,55,High Load,High SSR
2226,2025-08-05,0.0,190,76,High Load,High SSR
5819,2025-08-10,83.0,59,25,Low Load,Low SSR
2243,2025-08-14,9.0,142,69,Medium Load,High SSR
1363,2025-08-03,-3.0,237,113,High Load,High SSR
1030,2025-08-03,16.0,125,43,Medium Load,High SSR
2640,2025-08-03,-6.0,136,34,Medium Load,Low SSR
5026,2025-08-15,26.0,38,19,Low Load,Low SSR
2176,2025-08-02,-9.0,229,9,High Load,Low SSR
987,2025-08-03,21.0,334,90,High Load,High SSR
1495,2025-08-03,16.0,90,68,Medium Load,High SSR
739,2025-08-02,51.0,201,59,High Load,High SSR
293,2025-08-14,-6.0,205,42,High Load,High SSR
1215,2025-08-10,-5.0,188,66,High Load,High SSR
2427,2025-08-07,58.0,115,57,Medium Load,High SSR
2182,2025-08-12,41.0,177,108,High Load,High SSR
980,2025-08-15,7.0,247,47,High Load,High SSR
2865,2025-08-07,4.0,170,94,High Load,High SSR
3465,2025-08-07,4.0,75,25,Medium Load,Low SSR
2657,2025-08-15,1.0,207,88,High Load,High SSR
2865,2025-08-13,14.0,169,94,High Load,High SSR
276,2025-08-09,16.0,178,48,High Load,High SSR
118,2025-08-08,5.0,181,69,High Load,High SSR
1612,2025-08-05,-1.0,101,92,Medium Load,High SSR
5118,2025-08-10,62.0,43,43,Low Load,High SSR
2138,2025-08-06,113.0,113,72,Medium Load,High SSR
2665,2025-08-02,12.0,231,96,High Load,High SSR
5499,2025-08-02,26.0,51,30,Low Load,Low SSR
2455,2025-08-02,-5.0,255,31,High Load,Low SSR
2862,2025-08-05,-2.0,180,82,High Load,High SSR
592,2025-08-13,-4.0,157,52,Medium Load,High SSR
2005,2025-08-06,321.0,78,54,Medium Load,High SSR
5847,2025-08-09,7.0,95,25,Medium Load,Low SSR
1421,2025-08-09,-3.0,253,51,High Load,High SSR
3668,2025-08-03,-1.0,99,10,Medium Load,Low SSR
4391,2025-08-10,56.0,56,19,Low Load,Low SSR
3523,2025-08-09,1.0,98,33,Medium Load,Low SSR
1989,2025-08-05,-5.0,192,46,High Load,High SSR
4549,2025-08-10,0.0,40,26,Low Load,Low SSR
5874,2025-08-01,-1.0,40,29,Low Load,Low SSR
3451,2025-08-11,21.0,74,26,Medium Load,Low SSR
4533,2025-08-13,-1.0,52,6,Low Load,Low SSR
4507,2025-08-13,831.0,22,18,Low Load,Low SSR
929,2025-08-15,-3.0,196,66,High Load,High SSR
2177,2025-08-04,-1.0,120,30,Medium Load,Low SSR
224,2025-08-07,24.0,190,68,High Load,High SSR
1657,2025-08-04,7.0,163,25,Medium Load,Low SSR
2616,2025-08-01,21.0,215,98,High Load,High SSR
944,2025-08-12,0.0,247,131,High Load,High SSR
1660,2025-08-01,16.0,300,74,High Load,High SSR
467,2025-08-05,-3.0,189,99,High Load,High SSR
359,2025-08-12,-4.0,162,139,Medium Load,High SSR
611,2025-08-10,0.0,276,192,High Load,High SSR
4558,2025-08-10,9.0,69,15,Low Load,Low SSR
4380,2025-08-07,-3.0,28,10,Low Load,Low SSR
2465,2025-08-11,-4.0,198,115,High Load,High SSR
4610,2025-08-03,-1.0,65,16,Low Load,Low SSR
1421,2025-08-02,-4.0,260,51,High Load,High SSR
1291,2025-08-15,51.0,55,41,Low Load,High SSR
4463,2025-08-01,82.0,52,23,Low Load,Low SSR
1068,2025-08-13,-2.0,176,59,High Load,High SSR
5915,2025-08-14,0.0,41,33,Low Load,Low SSR
2418,2025-08-01,-5.0,199,40,High Load,Low SSR
3520,2025-08-07,11.0,78,13,Medium Load,Low SSR
4549,2025-08-05,-3.0,48,26,Low Load,Low SSR
4502,2025-08-09,-4.0,30,12,Low Load,Low SSR
5564,2025-08-04,-6.0,47,29,Low Load,Low SSR
2189,2025-08-05,40.0,187,62,High Load,High SSR
5362,2025-08-05,64.0,28,32,Low Load,Low SSR
769,2025-08-05,-12.0,206,61,High Load,High SSR
374,2025-08-02,2.0,137,85,Medium Load,High SSR
224,2025-08-03,28.0,250,68,High Load,High SSR
3708,2025-08-11,0.0,86,4,Medium Load,Low SSR
3716,2025-08-04,-11.0,76,28,Medium Load,Low SSR
2251,2025-08-12,6.0,94,28,Medium Load,Low SSR
4445,2025-08-05,-7.0,51,17,Low Load,Low SSR
4501,2025-08-02,-1.0,63,29,Low Load,Low SSR
5272,2025-08-14,-4.0,50,14,Low Load,Low SSR
5833,2025-08-03,5.0,74,27,Medium Load,Low SSR
411,2025-08-11,0.0,125,71,Medium Load,High SSR
791,2025-08-07,-7.0,211,31,High Load,Low SSR
416,2025-08-07,88.0,282,49,High Load,High SSR
5260,2025-08-12,3.0,50,12,Low Load,Low SSR
3569,2025-08-12,-8.0,76,38,Medium Load,Low SSR
1801,2025-08-12,4.0,254,98,High Load,High SSR
1740,2025-08-07,-6.0,182,44,High Load,High SSR
1068,2025-08-04,0.0,198,59,High Load,High SSR
1655,2025-08-11,5.0,195,64,High Load,High SSR
1617,2025-08-05,4.0,170,60,High Load,High SSR
938,2025-08-08,69.0,201,61,High Load,High SSR
604,2025-08-10,-6.0,49,3,Low Load,Low SSR
2008,2025-08-11,5.0,314,74,High Load,High SSR
2104,2025-08-01,-4.0,209,21,High Load,Low SSR
1612,2025-08-06,119.0,98,92,Medium Load,High SSR
1974,2025-08-03,-5.0,131,93,Medium Load,High SSR
1815,2025-08-07,-1.0,159,45,Medium Load,High SSR
5868,2025-08-04,2.0,77,30,Medium Load,Low SSR
2369,2025-08-07,-10.0,190,63,High Load,High SSR
2154,2025-08-03,4.0,181,88,High Load,High SSR
4452,2025-08-03,-8.0,53,22,Low Load,Low SSR
3715,2025-08-02,0.0,75,3,Medium Load,Low SSR
1291,2025-08-09,56.0,261,41,High Load,High SSR
2683,2025-08-03,6.0,195,69,High Load,High SSR
1583,2025-08-05,83.0,191,58,High Load,High SSR
312,2025-08-06,110.0,141,34,Medium Load,Low SSR
2040,2025-08-15,-1.0,190,53,High Load,High SSR
3708,2025-08-10,-1.0,95,4,Medium Load,Low SSR
1182,2025-08-08,23.0,235,61,High Load,High SSR
5608,2025-08-04,-5.0,53,17,Low Load,Low SSR
5344,2025-08-10,-5.0,40,42,Low Load,High SSR
2455,2025-08-15,-4.0,116,31,Medium Load,Low SSR
5314,2025-08-12,751.0,25,30,Low Load,Low SSR
4458,2025-08-08,15.0,56,37,Low Load,Low SSR
4504,2025-08-03,2.0,55,19,Low Load,Low SSR
5437,2025-08-04,-5.0,47,38,Low Load,Low SSR
5593,2025-08-06,54.0,76,35,Medium Load,Low SSR
5446,2025-08-07,53.0,82,20,Medium Load,Low SSR
3551,2025-08-02,-7.0,54,19,Low Load,Low SSR
5219,2025-08-10,26.0,47,25,Low Load,Low SSR
2417,2025-08-12,2.0,165,110,Medium Load,High SSR
1485,2025-08-14,-2.0,177,78,High Load,High SSR
2075,2025-08-08,-4.0,176,94,High Load,High SSR
1347,2025-08-15,95.0,189,77,High Load,High SSR
1041,2025-08-11,-3.0,139,38,Medium Load,Low SSR
247,2025-08-05,-6.0,123,83,Medium Load,High SSR
4185,2025-08-02,30.0,57,19,Low Load,Low SSR
972,2025-08-01,153.0,357,181,High Load,High SSR
1842,2025-08-13,61.0,124,61,Medium Load,High SSR
767,2025-08-06,47.0,233,44,High Load,High SSR
556,2025-08-10,-5.0,103,28,Medium Load,Low SSR
1776,2025-08-01,4.0,213,41,High Load,High SSR
5021,2025-08-10,134.0,39,28,Low Load,Low SSR
5536,2025-08-11,3.0,75,13,Medium Load,Low SSR
708,2025-08-05,0.0,131,57,Medium Load,High SSR
2683,2025-08-15,-6.0,169,69,High Load,High SSR
2179,2025-08-14,8.0,246,104,High Load,High SSR
